States,ID,Year,ID+Year,Previous,Next,Sucide_number,Sucide_Rate,Sucide_Age_adjected_rate,Past_Oriented,Future_Oriented,GSP,percapitapersonalincome,population,populationgrowthrate,unemploymentrate,Atkinson Index,Gini_Coefficient,Relative Mean Deviation,Theil Index,Top 10%,Top 1%,co2,so2,nox,presidential_election,q_climate_change,q_global_warming,q_recycling,q_disposable,nuclear_ratio,coal_ratio,geothermal_ratio,hydroelectricconventional_ratio,naturalgas_ratio,solarthermalandphotovoltaic_rati,wind_ratio,petroleum_ratio,otherbiomass_ratio,other_ratio,othergases_ratio,pumpedstorage_ratio,woodandwoodderivedfuels_ratio,electricityprice
New York,33,2011,332011,88,87,198,15,13.8,1.011494253,0.988636364,1.20E+06,51941,2.00E+07,0.54,8.2,0.372414351,0.69149828,0.981102169,1.32428205,0.553838849,0.287886053,3.70E+07,51898,42631,0,33,67,45,83,0.310554,0.068564,0,0.203644,0.369542,0.000047,0.020571,0.008652,0.011777,0.006584,0,-0.00315,0.003216,15.89
North Carolina,34,2011,342011,90,86,"1,213",12.6,12.3,1.046511628,0.955555556,429793,36508,9.70E+06,0.96,10.2,0.259397358,0.589332044,0.84165293,0.713449895,0.445297033,0.141825616,6.30E+07,91297,50015,0,34,76,64,84,0.342317,0.504759,0,0.032886,0.094224,0.000147,0,0.001838,0.003169,0.004164,0,0,0.016495,8.65
North Dakota,35,2011,352011,97,82,106,15.5,14.9,1.182926829,0.845360825,40508,47868,684867,1.56,3.4,0.275096416,0.587602079,0.830959797,0.810076773,0.444870055,0.177819937,3.00E+07,85755,48193,1,41,73,56,0,0,0.772777,0,0.073548,0.000567,0,0.149248,0.001201,0.000281,0.001263,0.001116,0,0,7.5
Ohio,36,2011,362011,94,91,"1,465",12.7,12.3,1.032967033,0.968085106,519082,38631,1.20E+07,0.04,8.7,0.25377211,0.567990065,0.807072043,0.697625697,0.427176774,0.142591283,1.10E+08,615752,121496,0,31,78,68,87,0.109818,0.776903,0,0.00283,0.090995,0.000114,0.001464,0.01024,0.002447,0.000074,0.00224,0,0.002876,9.03
Oklahoma,37,2011,372011,90,80,693,18.3,18.5,1.125,0.888888889,165424,38980,3.80E+06,0.7,5.9,0.2790609,0.603003323,0.852865756,0.844069481,0.464146286,0.180635974,5.10E+07,89917,76729,1,30,65,51,89,0,0.462149,0,0.020199,0.440137,0,0.075132,0.000208,0.001169,0.000021,0,-0.002053,0.003039,7.8
Oregon,38,2011,382011,87,76,656,16.9,16.6,1.144736842,0.873563218,199488,37707,3.90E+06,0.8,9.7,0.250531971,0.586221457,0.829272687,0.672165096,0.427978784,0.13263154,6.70E+06,13511,9295,0,55,70,97,79,0,0.055842,0,0.708848,0.142352,1.50E-06,0.079996,0.000133,0.003723,0.00086,0,0,0.008244,8.04
Pennsylvania,39,2011,392011,96,95,"1,747",13.7,13.2,1.010526316,0.989583333,609952,43806,1.30E+07,0.24,8,0.281085908,0.595033526,0.844714582,0.802809834,0.448472381,0.165809497,1.20E+08,313135,147475,0,33,81,60,97,0.334983,0.442572,0,0.014153,0.183852,0.000102,0.007894,0.001943,0.007274,0.003926,0.002711,-0.002172,0.002762,10.45
Rhode Island,40,2011,402011,86,78,101,9.6,8.9,1.102564103,0.906976744,49921,44571,1.10E+06,-0.22,11.2,0.276580215,0.586853504,0.838296592,0.804175377,0.438838214,0.160929084,3.60E+06,72,2659,0,47,90,55,80,0,0,0,0.00085,0.982646,0,0.000334,0.001564,0.014607,0,0,0,0,13.04
South Carolina,41,2011,412011,87,82,658,14.1,13.6,1.06097561,0.942528736,171546,34079,4.70E+06,0.8,10.3,0.247438625,0.585894823,0.832959294,0.652715564,0.434022605,0.133969843,3.90E+07,87413,30245,1,28,65,63,84,0.513754,0.331822,0,0.015093,0.125629,0,0,0.001083,0.00137,0.000586,0,-0.008644,0.019307,8.8
South Dakota,42,2011,422011,99,81,128,15.5,15.7,1.222222222,0.818181818,42453,44439,823772,0.93,4.7,0.274517924,0.601661086,0.842365563,0.830048561,0.455825299,0.178666264,2.90E+06,10208,9408,1,36,100,64,0,0,0.215484,0,0.550731,0.010777,0,0.222379,0.000629,0,0,0,0,0,8.05
Tennessee,43,2011,432011,92,84,955,14.9,14.4,1.095238095,0.913043478,264940,37151,6.40E+06,0.66,9.3,0.270308852,0.598037899,0.851035237,0.778539658,0.457481593,0.159377247,4.50E+07,138272,29203,1,27,66,59,82,0.33191,0.502778,0,0.118066,0.040187,0,0.000655,0.002408,0.000446,0.000014,0.000206,-0.008142,0.011472,9.28
Texas,44,2011,442011,91,86,"2,896",11.3,11.5,1.058139535,0.945054945,1.40E+06,41016,2.60E+07,1.57,7.9,0.315698475,0.637040734,0.911200285,1.01813519,0.502749979,0.218295455,2.70E+08,404706,214297,1,22,60,54,76,0.091046,0.362583,0,0.001293,0.460415,0.000066,0.070149,0.002243,0.001557,0.000732,0.007784,0,0.002132,9
Utah,45,2011,452011,90,77,502,17.8,19.4,1.168831169,0.855555556,125754,34235,2.80E+06,1.45,6.8,0.252320826,0.596335113,0.829931021,0.705792725,0.430834383,0.147830486,3.40E+07,22571,57787,1,37,83,61,84,0,0.811479,0.008086,0.030124,0.128711,0,0.014027,0.001321,0.00142,0.004033,0.000799,0,0,7.13
Vermont,46,2011,462011,85,78,120,19.2,17.8,1.08974359,0.917647059,27545,42968,626320,0.08,5.6,0.258019835,0.58413583,0.827433348,0.713716745,0.429410815,0.141796634,24004,85,661,0,100,99,67,0,0.724203,0,0,0.210255,0.000484,0.000268,0.004897,0.001204,0.003755,0,0,0,0.054934,13.8
Virginia,47,2011,472011,100,88,"1,054",13,12.6,1.136363636,0.88,430103,47076,8.10E+06,1.01,6.4,0.27540189,0.591005445,0.846930206,0.766889513,0.425802857,0.157366291,3.30E+07,86338,43720,0,44,69,58,87,0.383196,0.298198,0,0.018155,0.274968,0,0,0.007539,0.011844,0.007053,0,-0.022042,0.021089,8.84
Washington,48,2011,482011,89,80,"1,021",14.9,14.3,1.1125,0.898876404,370359,44565,6.80E+06,1.18,9.2,0.269104362,0.597870946,0.841537535,0.791055202,0.435103506,0.16882433,8.20E+06,17973,14629,0,46,71,72,86,0.041699,0.045362,0,0.796596,0.042074,7.30E-06,0.054331,0.000322,0.001465,0.001387,0.002579,0.00045,0.013727,6.78
West Virginia,49,2011,492011,93,82,306,16.5,15.9,1.134146341,0.88172043,69463,3.40E+04,1.90E+06,0.06,7.80E+00,0.243342072,0.551390111,0.792114675,0.652657151,0.405267626,0.133615553,7.20E+07,97955,55244,1,31,74,56,92,0,0.961576,0,0.018394,0.003183,0,0.013956,0.002386,0.000116,5.70E-07,0.000386,0,3.00E-06,7.88
Wisconsin,50,2011,502011,98,89,745,13,12.8,1.101123596,0.908163265,263076,40780,5.70E+06,0.35,7.5,0.259431809,0.57885462,0.816981971,0.732135594,0.424705982,0.149675578,4.60E+07,127664,46025,0,40,83,81,89,0.18265,0.631034,0,0.033922,0.098648,0,0.018767,0.009202,0.008618,0.000857,0,0,0.016304,10.21
Wyoming,51,2011,512011,94,78,132,23.2,23.2,1.205128205,0.829787234,43178,49260,567329,0.55,6.1,0.307787865,0.628931522,0.873578072,1.072217822,0.47906965,0.232514694,4.50E+07,77571,61629,1,65,89,56,0,0,0.85984,0,0.025688,0.009634,0,0.09681,0.001164,0,0.001304,0.005561,0,0,6.58
Alabama,1,2012,12012,88,87,724,15,14.7,1.011494253,0.988636364,189542,35942,4.80E+06,0.33,8.1,0.272257864,0.592821658,0.849844098,0.790366888,0.454754502,0.158723518,6.90E+07,147865,51222,1,20,45,45,74,0.267148,0.298321,0,0.048635,0.364374,0,0,0.000717,0.000051,0.001482,0.001162,0,0.018111,9.18
Alaska,2,2012,22012,86,67,168,23,23,1.28358209,0.779069767,59643,49906,730307,0.96,3,0.273104131,0.573016167,0.821059763,0.726668,0.412294805,0.146145701,4.30E+06,2704,17008,1,51,65,61,0,0,0.098606,0,0.226742,0.519122,0,0.005383,0.149395,0.000369,0,0.000383,0,0,16.33
Arizona,3,2012,32012,80,79,"1,156",17.6,17.3,1.012658228,0.9875,271503,36624,6.60E+06,1.27,4,0.279580921,0.622746348,0.874053299,0.839652538,0.469698638,0.17698817,5.20E+07,19419,45718,1,28,59,56,72,0.287939,0.361712,0,0.060565,0.273162,0.008615,0.004794,0.000378,0.000486,0.000221,0,0.000716,0.001413,9.81
Arkansas,4,2012,42012,89,73,485,16.4,16.3,1.219178082,0.820224719,118993,36423,2.90E+06,0.39,4.2,0.300800502,0.611528516,0.869752645,1.003372908,0.483904272,0.200160772,3.60E+07,83857,38243,1,23,80,58,70,0.238335,0.437361,0,0.03382,0.263322,0,0,0.000501,0.001084,0.000468,0,0.000652,0.024458,7.62
California,5,2012,52012,92,92,"3,893",10.2,10,1,1,2.10E+06,47505,3.80E+07,0.88,4.9,0.353806943,0.687004089,0.974201083,1.218439817,0.536580324,0.258867294,5.90E+07,5505,83968,0,29,60,76,85,0.09276,0.006892,0.062746,0.134511,0.599785,0.006928,0.048889,0.001453,0.012599,0.004083,0.007439,0.002881,0.019034,13.53
Colorado,6,2012,62012,85,79,"1,052",20.3,19.7,1.075949367,0.929411765,278551,46315,5.20E+06,1.39,5.20E+00,0.312209547,0.63037622,0.889100373,1.002431154,0.481152564,0.212813675,4.00E+07,38869,44994,0,42,70,78,75,0,0.656834,0,0.028487,0.200249,0.003148,0.113566,0.00021,0.001098,0.001053,0,-0.004652,5.10E-06,9.39
Connecticut,7,2012,72012,84,89,368,10.2,9.9,0.943820225,1.05952381,242930,60223,3.60E+06,0.08,5.4,0.406059951,0.695158601,0.998243868,1.49009645,0.582755387,0.309274971,9.00E+06,7257,11750,0,37,73,50,73,0.472842,0.018077,0,0.008642,0.457871,0,0,0.003094,0.018434,0.020945,0,0.000075,0.00002,15.54
Delaware,8,2012,82012,91,84,125,13.6,13.2,1.083333333,0.923076923,60650,44031,917053,1,5.4,0.26576674,0.580373764,0.826140225,0.73731631,0.428845078,0.15216282,5.00E+06,2427,2840,0,0,80,55,90,0,0.164785,0,0,0.789318,0.002613,0.000421,0.002505,0.012145,0,0.028214,0,0,11.06
District of Columbia,9,2012,92012,87,82,37,5.9,5.7,1.06097561,0.942528736,111870,75950,633427,2.23,5.4,0.365118951,0.664611876,0.958149552,1.291303158,0.557133734,0.270670265,66115,0,205,0,62,41,47,64,0,0,0,0,0.869071,0,0,0.130929,0,0,0,0,0,11.85
Florida,10,2012,102012,90,91,"3,002",15.5,14.3,0.989010989,1.011111111,769007,41041,1.90E+07,1.24,5.5,0.365209579,0.711424768,1.001144886,1.327278972,0.573918104,0.287990868,1.10E+08,101213,83920,0,23,54,47,84,0.080824,0.200304,0,0.000681,0.677079,0.000876,0,0.006178,0.010279,0.014445,0.000027,0,0.009306,10.44
Georgia,11,2012,112012,85,84,"1,168",11.8,11.7,1.011904762,0.988235294,438324,37229,9.90E+06,1.08,5.6,0.298717648,0.630467176,0.899791539,0.897614896,0.489131123,0.18730244,5.90E+07,148902,50103,1,18,48,63,70,0.277513,0.332894,0,0.018284,0.347804,0.000024,0,0.003091,0.001375,0.000458,0,-0.006851,0.025407,9.37
Hawaii,12,2012,122012,89,75,190,13.6,13.1,1.186666667,0.842696629,72512,44578,1.40E+06,0.96,5.7,0.254712284,0.57621038,0.810922444,0.703624725,0.423737049,0.137872249,7.60E+06,14583,18927,0,46,72,81,86,0,0.146843,0.02493,0.010945,0,0.00044,0.036128,0.714736,0.026838,0.034648,0.004493,0,0,34.04
Idaho,13,2012,132012,82,66,297,18.6,19,1.242424242,0.804878049,58231,35142,1.60E+06,0.74,5.8,0.273658425,0.644793212,0.885088444,0.823607504,0.467032045,0.175665453,1.20E+06,5288,4348,1,53,76,76,71,0,0.004951,0.004818,0.705874,0.12247,0,0.121979,1.20E-06,0.005787,0.004469,0,0,0.029652,6.92E+00
Illinois,14,2012,142012,91,86,"1,292",10,9.8,1.058139535,0.945054945,704138,46009,1.30E+07,0.1,5.9,0.330586761,0.640916824,0.911108851,1.067338109,0.499565899,0.225403905,9.40E+07,172478,60950,0,22,57,64,76,0.487946,0.409114,0,0.000563,0.056634,0.000155,0.03911,0.000361,0.003114,0.001516,0.001486,0,0,8.4
Indiana,15,2012,152012,88,80,940,14.4,14.3,1.1,0.909090909,306838,38136,6.50E+06,0.33,6,0.272669315,0.581794262,0.830359578,0.756599188,0.438343018,0.149860471,1.00E+08,259601,107337,1,30,75,67,78,0,0.806143,0,0.00378,0.126168,1.50E-06,0.027988,0.008246,0.00293,0.003022,0.021722,0,0,8.29
Iowa,16,2012,162012,87,77,383,12.5,12.7,1.12987013,0.885057471,156606,44014,3.10E+06,0.36,6.5,0.261899769,0.569805443,0.803178847,0.739548385,0.429047912,0.155579954,4.10E+07,95888,41639,0,38,86,55,80,0.0767,0.623398,0,0.013519,0.034246,0,0.247594,0.00188,0.002663,0,0,0,0,7.71
Kansas,17,2012,172012,83,81,502,17.4,17.4,1.024691358,0.975903614,138958,43380,2.90E+06,0.55,6.8,0.301565528,0.611746669,0.86617744,0.925677598,0.470838934,0.194325998,3.20E+07,29889,32565,1,25,64,64,82,0.186494,0.629887,0,0.000234,0.064374,0,0.116946,0.000774,0.001291,0,0,0,0,9.33
Kentucky,18,2012,182012,87,82,724,16.5,16.2,1.06097561,0.942528736,177967,35857,4.40E+06,0.29,6.8,0.262254208,0.579954982,0.82649678,0.727769315,0.437177956,0.146796361,8.60E+07,171011,74928,1,25,67,60,67,0,0.920088,0,0.026257,0.032781,0,0,0.017083,0.001071,0.00009,0,0,0.00263,7.26
Louisiana,19,2012,192012,83,100,567,12.3,12.4,0.83,1.204819277,251369,40617,4.60E+06,0.59,6.9,0.302461118,0.638392985,0.904533088,0.928259492,0.492002547,0.198352337,6.00E+07,107877,74954,1,17,43,40,72,0.151431,0.207159,0,0.006575,0.566338,0,0,0.0293,0.000617,0.003633,0.012063,0,0.022883,6.9
Maine,20,2012,202012,80,64,209,15.7,14.5,1.25,0.8,53235,39863,1.30E+06,0.05,6.9,0.253567725,0.563631058,0.801316798,0.685794115,0.425370663,0.13762413,3.70E+06,8231,6618,0,58,71,63,77,0,0.003137,0,0.258695,0.418869,0,0.061469,0.005806,0.0185,0.029419,0,0,0.204105,11.81
Maryland,21,2012,212012,95,93,583,9.9,9.5,1.021505376,0.978947368,336481,53659,5.90E+06,0.76,6.9,0.287724793,0.594200432,0.848185182,0.828196347,0.438266605,0.171815902,2.10E+07,40462,21748,0,41,69,61,85,0.359147,0.428058,0,0.043812,0.130784,0.000594,0.008508,0.003631,0.010448,0.007842,0.002971,0,0.004204,11.28
Massachusetts,22,2012,222012,92,88,604,9.1,8.7,1.045454545,0.956521739,431937,56713,6.60E+06,0.59,7,0.354439169,0.64778012,0.928058624,1.186743021,0.51887846,0.246548131,1.40E+07,14894,13873,0,39,59,58,81,0.161874,0.059034,0,0.025208,0.681593,0.000818,0.002477,0.004821,0.029425,0.025041,0,-0.008496,0.018205,13.79
Michigan,23,2012,232012,85,83,"1,261",12.8,12.5,1.024096386,0.976470588,416769,38585,9.90E+06,0.08,7.1,0.304457158,0.618347168,0.880516589,0.913169742,0.46934405,0.181348726,6.80E+07,214979,80818,0,29,73,58,70,0.259043,0.491249,0,0.011231,0.201064,0,0.010463,0.003006,0.00884,0.003649,0.00291,-0.007149,0.015694,10.98
Minnesota,24,2012,242012,85,81,656,12.2,12,1.049382716,0.952941176,298272,47377,5.40E+06,0.61,7.1,0.29736349,0.60244298,0.8514781,0.892286718,0.45704332,0.189009592,2.80E+07,33235,35837,0,37,64,100,75,0.228836,0.435355,0,0.010749,0.135806,0,0.145907,0.000567,0.019144,0.007556,0,0,0.016079,8.86
Mississippi,25,2012,252012,79,76,410,13.7,14,1.039473684,0.962025316,101549,3.34E+04,3.00E+06,0.29,7.1,0.26080969,0.595450819,0.846987545,0.733930886,0.452884644,0.152937368,2.40E+07,42940,23460,1,22,56,40,70,0.133667,0.132125,0,0,0.706245,0,0,0.000313,0.000301,4.20E-07,0,0,0.027348,8.6
Missouri,26,2012,262012,83,84,914,15.2,14.9,0.988095238,1.012048193,269356,39933,6.00E+06,0.24,7.2,0.293155193,0.610018611,0.862343192,0.892349958,0.469681084,0.184525743,7.60E+07,135891,66433,1,22,56,71,77,0.116752,0.792719,0,0.00778,0.067177,0,0.013559,0.000847,0.000586,0.000215,0,0.000364,0,8.53
Montana,27,2012,272012,84,71,233,23.2,22.6,1.183098592,0.845238095,42140,39142,1.00E+06,0.79,7.2,0.291527838,0.630941749,0.883572459,0.883028388,0.472476751,0.182594448,1.60E+07,14977,16029,1,65,77,76,0,0,0.503057,0,0.40581,0.016688,0,0.045379,0.016795,0,0.012271,4.90E-07,0,0,8.25
Nebraska,28,2012,282012,92,75,232,12.5,12.5,1.226666667,0.815217391,103062,45914,1.90E+06,0.74,7.3,0.293682098,0.602010608,0.849969685,0.911656022,0.46495536,0.193291321,2.60E+07,57785,28760,1,31,62,67,67,0.169551,0.731186,0,0.036737,0.022506,0,0.037514,0.00066,0.001845,0,0,0,0,8.37
Nevada,29,2012,292012,86,74,524,19,18.2,1.162162162,0.860465116,128896,39229,2.80E+06,1.34,7.4,0.34043026,0.703876078,0.962504745,1.293974996,0.549218833,0.28316474,1.50E+07,4264,12002,0,25,54,59,65,0,0.115981,0.06674,0.069383,0.729152,0.01346,0.003662,0.000537,0.000539,0.000339,0.000208,0,0,8.95
New Hampshire,30,2012,302012,84,72,683,7.7,7.4,1.166666667,0.857142857,66111,50056,1.30E+06,0.27,7.5,0.296204031,0.596743345,0.847714782,0.897675991,0.445582598,0.183680773,4.30E+06,2054,3978,0,44,59,61,70,0.425093,0.065806,0,0.066931,0.365944,0,0.010833,0.001124,0.007127,0.003401,0,0,0.053741,14.19
New Jersey,31,2012,312012,100,91,442,21.2,21.3,1.098901099,0.91,528788,54932,8.90E+06,0.35,7.8,0.333319694,0.647580147,0.925296128,1.026453257,0.502453923,0.212041885,1.60E+07,3902,13599,0,26,71,72,90,0.507332,0.029074,0,0.000165,0.433396,0.004663,0.000177,0.001085,0.014783,0.009692,0.002179,-0.002546,0,13.68
New Mexico,32,2012,322012,82,70,"1,708",8.7,8.3,1.171428571,0.853658537,89188,35805,2.10E+06,0.27,7.9,0.270756066,0.603064239,0.857453525,0.760887027,0.45271197,0.151112646,2.90E+07,15023,55454,0,53,80,66,77,0,0.682228,0,0.006082,0.240175,0.009111,0.060754,0.00126,0.000389,0,0,0,0,8.83
New York,33,2012,332012,93,90,202,15.3,14.1,1.033333333,0.967741935,1.30E+06,54099,2.00E+07,0.38,8.1,0.402804375,0.708352983,1.012907505,1.498468041,0.581578851,0.317635685,3.60E+07,30818,40269,0,32,64,44,81,0.300325,0.033521,0,0.181578,0.437969,0.000388,0.022034,0.004274,0.012229,0.007131,0,-0.003042,0.003593,15.15
North Carolina,34,2012,342012,90,83,"1,286",13.2,12.7,1.084337349,0.922222222,452358,38538,9.70E+06,1,8.1,0.279797375,0.598430276,0.85547024,0.807893872,0.462903768,0.165203422,5.80E+07,73568,53192,1,30,69,62,76,0.337547,0.436505,0,0.03195,0.165424,0.001195,0,0.001528,0.002591,0.003873,0,0,0.019387,9.15
North Dakota,35,2012,352012,91,81,105,15,15.2,1.12345679,0.89010989,49509,56310,701345,2.41,8.2,0.320855677,0.616140902,0.873152852,1.051216125,0.491188407,0.227128834,3.10E+07,79101,45950,1,0,68,56,0,0,0.781017,0,0.068574,0.000601,0,0.146007,0.000918,0.000153,0.001765,0.000966,0,0,7.83
Ohio,36,2012,362012,92,89,"1,542",13.4,13,1.033707865,0.967391304,548526,40230,1.20E+07,0.03,8.3,0.274871677,0.578183889,0.820124626,0.794309258,0.447498441,0.163668066,9.60E+07,354795,90986,0,27,72,67,76,0.131696,0.659664,0,0.003192,0.174691,0.000282,0.007596,0.009874,0.002818,0.000092,0.00739,0,0.002704,9.12
Oklahoma,37,2012,372012,88,75,670,17.6,17.6,1.173333333,0.852272727,171432,41399,3.80E+06,0.8,8.3,0.309483409,0.617481411,0.874135077,1.017162681,0.492064506,0.216967866,4.90E+07,74390,63455,1,23,60,52,83,0,0.376162,0,0.014706,0.500976,0,0.104723,0.00014,0.001208,0.000129,0,-0.001498,0.003454,7.54
Oregon,38,2012,382012,82,69,724,18.6,17.8,1.188405797,0.841463415,210242,39258,3.90E+06,0.82,8.3,0.270050764,0.594406247,0.838593662,0.75985384,0.444492698,0.156293511,7.40E+06,13462,8754,0,47,63,96,82,0,0.043233,0.000421,0.646782,0.190779,0.000105,0.104106,0.000097,0.003801,0.000826,0,0,0.009849,8.21
Pennsylvania,39,2012,392012,97,92,"1,647",12.9,12.4,1.054347826,0.948453608,629851,45577,1.30E+07,0.18,8.5,0.306806535,0.608945429,0.867103517,0.929679811,0.47036314,0.192090303,1.10E+08,240386,132776,0,28,70,62,91,0.336472,0.390065,0,0.010035,0.2375,0.000144,0.009528,0.001268,0.007899,0.00401,0.002676,-0.001984,0.002388,9.91
Rhode Island,40,2012,402012,87,76,105,10,9.5,1.144736842,0.873563218,51566,46257,1.10E+06,0,8.8,0.292054951,0.597859025,0.854617536,0.868681073,0.453494251,0.175893843,3.40E+06,28,2277,0,43,64,61,100,0,0,0,0.000513,0.985072,0,0.000166,0.002151,0.012097,0,0,0,0,12.74
South Carolina,41,2012,412012,85,77,673,14.2,13.7,1.103896104,0.905882353,177985,35347,4.70E+06,1.07,8.8,0.271133125,0.597046673,0.852864385,0.768889546,0.455400348,0.15359737,3.40E+07,64666,22267,1,22,62,62,71,0.528603,0.293483,0,0.014679,0.148124,0,0,0.00112,0.002093,0.001098,0,-0.009261,0.02006,9.1
South Dakota,42,2012,422012,87,81,141,16.9,16.8,1.074074074,0.931034483,43758,45676,834047,1.25,8.9,0.310516804,0.631841302,0.88200444,0.999720871,0.49513942,0.219907522,3.30E+06,11634,10613,1,0,85,55,0,0,0.242538,0,0.496997,0.017791,0,0.242198,0.000475,0,0,0,0,0,8.49
Tennessee,43,2012,432012,83,88,978,15.1,14.6,0.943181818,1.060240964,280485,3.90E+04,6.50E+06,0.88,9,0.296989262,0.611896157,0.871875703,0.923734665,0.483585536,0.191425458,4.20E+07,88296,25299,1,21,52,56,72,0.322964,0.455705,0,0.106732,0.103895,0.000157,0.000611,0.001859,0.0008,7.10E-06,0.000174,-0.002096,0.009194,9.27
Texas,44,2012,442012,88,86,"3,037",11.7,11.9,1.023255814,0.977272727,1.50E+06,43271,2.60E+07,1.64,9,0.346721381,0.653454065,0.939416051,1.190849066,0.5307616,0.251644015,2.50E+08,349801,193567,1,18,48,55,68,0.089437,0.321275,0,0.00136,0.497662,0.000275,0.074949,0.003453,0.001629,0.000693,0.006977,0,0.002289,8.55
Utah,45,2012,452012,85,74,550,19.3,21,1.148648649,0.870588235,134483,35891,2.90E+06,1.42,9.1,0.290335864,0.61528945,0.85554868,0.913501561,0.4659338,0.195666283,3.20E+07,20027,49172,1,34,67,59,72,0,0.781645,0.008493,0.018978,0.166982,0.000041,0.017864,0.00101,0.001511,0.003376,0.0001,0,0,7.84
Vermont,46,2012,462012,85,75,87,13.9,13,1.133333333,0.882352941,28422,44443,625953,-0.06,9.2,0.272092015,0.589390516,0.833498776,0.757351875,0.441539526,0.150977731,12292,47,610,0,100,100,61,0,0.75945,0,0,0.168837,0.000386,0.000771,0.016271,0.000521,0.003904,0,0,0,0.04986,14.22
Virginia,47,2012,472012,92,87,"1,063",13,12.6,1.057471264,0.945652174,445090,48715,8.20E+06,1,9.2,0.294073611,0.606499374,0.865557909,0.86164701,0.446770281,0.176854044,2.90E+07,55685,35778,0,36,62,55,83,0.406046,0.200466,0,0.014755,0.353944,0,0,0.005145,0.013043,0.005608,0,-0.019304,0.020297,9.07
Washington,48,2012,482012,86,78,"1,038",15,14.5,1.102564103,0.906976744,390918,47055,6.90E+06,1.08,9.3,0.300349563,0.619126081,0.867811501,0.956078291,0.465721607,0.203956217,7.00E+06,20084,11897,0,38,55,77,79,0.079888,0.032207,0,0.765729,0.046541,6.80E-06,0.056488,0.000229,0.002046,0.001257,0.003469,0.000373,0.011767,6.94
West Virginia,49,2012,492012,87,80,326,17.6,17.1,1.0875,0.91954023,69711,35140,1.90E+06,0.08,1.03E+01,0.243394166,0.548439384,0.789867759,0.618871212,0.404375315,0.124240264,6.70E+07,82753,48157,1,0,80,52,81,0,0.957147,0,0.019498,0.003309,0,0.017518,0.001954,0.000144,0,0.000431,0,-1.40E-08,8.14
Wisconsin,50,2012,502012,87,85,723,12.6,12.4,1.023529412,0.977011494,272086,42475,5.70E+06,0.28,10.4,0.283198386,0.590064406,0.830897272,0.848671615,0.44770202,0.176464677,4.10E+07,97602,39312,0,32,69,79,80,0.224332,0.513915,0,0.023881,0.181071,0,0.024435,0.004982,0.008106,0.001253,0,0,0.018024,10.28
Wyoming,51,2012,512012,83,74,171,29.7,29.6,1.121621622,0.891566265,41839,52469,576626,1.64,11.5,0.53150475,0.760099649,1.117983937,2.581775427,0.685520828,0.512684226,4.70E+07,43557,49167,1,0,0,67,0,0,0.875438,0,0.018018,0.010343,0,0.088107,0.001046,0,0.001351,0.005697,0,0,7.19
